input,output,text,sample_id,story_id,occurrence_in_story,truth_value,label,num_steps,source_line,has_folio_context,folio_label,folio_label_mismatch,folio_example_id,conclusion_type,split
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Maggie Friedman is an American screenwriter and producer.
2. Maggie Friedman was the showrunner and executive producer of the lifetime television series Witches of East End.
3. Witches of East End is a fantasy-drama series.
4. Maggie Friedman produced and developed Eastwick.
5. Eastwick is a series by ABC.

Conclusion:
Maggie Friedman developed Witches of East End.","Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Maggie Friedman is an American screenwriter and producer.
2. Maggie Friedman was the showrunner and executive producer of the lifetime television series Witches of East End.
3. Witches of East End is a fantasy-drama series.
4. Maggie Friedman produced and developed Eastwick.
5. Eastwick is a series by ABC.

Conclusion:
Maggie Friedman developed Witches of East End.

### Assistant:
Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain",298,98,2,U,Uncertain,0,3283,True,U,False,297,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Shafaq-Asiman is a large complex of offshore geological structures in the Caspian Sea.
2. Baku is northwest of Shafaq-Asiman.
3. If place A is northwest of place B, then place B is southeast of place A.

Conclusion:
Baku is southeast of Shafaq-Asiman.","Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Shafaq-Asiman is a large complex of offshore geological structures in the Caspian Sea.
2. Baku is northwest of Shafaq-Asiman.
3. If place A is northwest of place B, then place B is southeast of place A.

Conclusion:
Baku is southeast of Shafaq-Asiman.

### Assistant:
Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain",299,99,0,U,Uncertain,0,3294,True,U,False,298,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Shafaq-Asiman is a large complex of offshore geological structures in the Caspian Sea.
2. Baku is northwest of Shafaq-Asiman.
3. If place A is northwest of place B, then place B is southeast of place A.

Conclusion:
A large complex is southeast of Baku.","Reasoning process:
D1. From 1, by conjunction elimination: Shafaq-Asiman is a large complex.
D2. From D1, 2, by conjunction introduction: Baku is northwest of Shafaq-Asiman, which is a large complex.
D3. From D2, by existential generalization: Baku is northwest of a large complex.
D4. From D3, 3, by universal instantiation: A large complex is southeast of Baku.
Truth value: True","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Shafaq-Asiman is a large complex of offshore geological structures in the Caspian Sea.
2. Baku is northwest of Shafaq-Asiman.
3. If place A is northwest of place B, then place B is southeast of place A.

Conclusion:
A large complex is southeast of Baku.

### Assistant:
Reasoning process:
D1. From 1, by conjunction elimination: Shafaq-Asiman is a large complex.
D2. From D1, 2, by conjunction introduction: Baku is northwest of Shafaq-Asiman, which is a large complex.
D3. From D2, by existential generalization: Baku is northwest of a large complex.
D4. From D3, 3, by universal instantiation: A large complex is southeast of Baku.
Truth value: True",300,99,1,T,True,4,3305,True,T,False,299,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Shafaq-Asiman is a large complex of offshore geological structures in the Caspian Sea.
2. Baku is northwest of Shafaq-Asiman.
3. If place A is northwest of place B, then place B is southeast of place A.

Conclusion:
Baku is not northwest of offshore geological structures.","Reasoning process:
D1. From 1, by conjunction elimination: Shafaq-Asiman is an offshore geological structure.
D2. From D1, 2, by conjunction introduction: Baku is northwest of Shafaq-Asiman, which is an offshore geological structure.
D3. From D2, 3, by existential generalization: Baku is northwest of an offshore geological structure.
Truth value: False","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Shafaq-Asiman is a large complex of offshore geological structures in the Caspian Sea.
2. Baku is northwest of Shafaq-Asiman.
3. If place A is northwest of place B, then place B is southeast of place A.

Conclusion:
Baku is not northwest of offshore geological structures.

### Assistant:
Reasoning process:
D1. From 1, by conjunction elimination: Shafaq-Asiman is an offshore geological structure.
D2. From D1, 2, by conjunction introduction: Baku is northwest of Shafaq-Asiman, which is an offshore geological structure.
D3. From D2, 3, by existential generalization: Baku is northwest of an offshore geological structure.
Truth value: False",301,99,2,F,False,3,3316,True,F,False,300,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Edwin Smith was a New Zealand rower from Auckland.
2. Edwin Smith was also known as Ted Smith.
3. Edwin Smith went to Rose Road Primary School, located in Grey Lynn.
4. Edwin Smith was a sergeant who served with the New Zealand 24th battalion in Italy and Egypt.
5. Broadway Sheetmetals was a business run and owned by Edwin Smith, a sheet metal worker.

Conclusion:
Ted Smith was a sergeant.","Reasoning process:
D1. From 4, by conjunction elimination: Edwin Smith was a sergeant.
D2. From D1, 2, by universal instantiation: Ted Smith was a sergeant.
Truth value: True","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Edwin Smith was a New Zealand rower from Auckland.
2. Edwin Smith was also known as Ted Smith.
3. Edwin Smith went to Rose Road Primary School, located in Grey Lynn.
4. Edwin Smith was a sergeant who served with the New Zealand 24th battalion in Italy and Egypt.
5. Broadway Sheetmetals was a business run and owned by Edwin Smith, a sheet metal worker.

Conclusion:
Ted Smith was a sergeant.

### Assistant:
Reasoning process:
D1. From 4, by conjunction elimination: Edwin Smith was a sergeant.
D2. From D1, 2, by universal instantiation: Ted Smith was a sergeant.
Truth value: True",310,102,0,T,True,2,3415,True,T,False,309,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Edwin Smith was a New Zealand rower from Auckland.
2. Edwin Smith was also known as Ted Smith.
3. Edwin Smith went to Rose Road Primary School, located in Grey Lynn.
4. Edwin Smith was a sergeant who served with the New Zealand 24th battalion in Italy and Egypt.
5. Broadway Sheetmetals was a business run and owned by Edwin Smith, a sheet metal worker.

Conclusion:
There were no rowers that own a buisness.","Reasoning process:
D1. From 5, by conjunction elimination: Broadway Sheetmetals was a buisness owned by Edwin Smith.
D2. From 1, by conjunction elimination: Edwin Smith was a rower.
D3. From D1, D2, by conjunction introduction: Broadway Sheetmetals was a buisness owned by Edwin Smith, who was a rower.
D4. From D3, by existential generalization: There was a buisness owned by Edwin Smith, who was a rower.
D5. From D4, by existential generalization: There was a buisness owned by a rower.
Truth value: False","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Edwin Smith was a New Zealand rower from Auckland.
2. Edwin Smith was also known as Ted Smith.
3. Edwin Smith went to Rose Road Primary School, located in Grey Lynn.
4. Edwin Smith was a sergeant who served with the New Zealand 24th battalion in Italy and Egypt.
5. Broadway Sheetmetals was a business run and owned by Edwin Smith, a sheet metal worker.

Conclusion:
There were no rowers that own a buisness.

### Assistant:
Reasoning process:
D1. From 5, by conjunction elimination: Broadway Sheetmetals was a buisness owned by Edwin Smith.
D2. From 1, by conjunction elimination: Edwin Smith was a rower.
D3. From D1, D2, by conjunction introduction: Broadway Sheetmetals was a buisness owned by Edwin Smith, who was a rower.
D4. From D3, by existential generalization: There was a buisness owned by Edwin Smith, who was a rower.
D5. From D4, by existential generalization: There was a buisness owned by a rower.
Truth value: False",311,102,1,F,False,5,3426,True,F,False,310,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Edwin Smith was a New Zealand rower from Auckland.
2. Edwin Smith was also known as Ted Smith.
3. Edwin Smith went to Rose Road Primary School, located in Grey Lynn.
4. Edwin Smith was a sergeant who served with the New Zealand 24th battalion in Italy and Egypt.
5. Broadway Sheetmetals was a business run and owned by Edwin Smith, a sheet metal worker.

Conclusion:
No sergeants were from Auckland.","Reasoning process:
D1. From 1, by conjunction elimination: Edwin Smith was from Auckland.
D2. From 4, by conjunction elimination: Edwin Smith was a sergeant.
D3. From D1, D2, by conjunction introduction: Edwin Smith was a sergeant from Auckland.
D4. From D3, by existential generalization: There was a sergeant from Auckland.
Truth value: False","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Edwin Smith was a New Zealand rower from Auckland.
2. Edwin Smith was also known as Ted Smith.
3. Edwin Smith went to Rose Road Primary School, located in Grey Lynn.
4. Edwin Smith was a sergeant who served with the New Zealand 24th battalion in Italy and Egypt.
5. Broadway Sheetmetals was a business run and owned by Edwin Smith, a sheet metal worker.

Conclusion:
No sergeants were from Auckland.

### Assistant:
Reasoning process:
D1. From 1, by conjunction elimination: Edwin Smith was from Auckland.
D2. From 4, by conjunction elimination: Edwin Smith was a sergeant.
D3. From D1, D2, by conjunction introduction: Edwin Smith was a sergeant from Auckland.
D4. From D3, by existential generalization: There was a sergeant from Auckland.
Truth value: False",312,102,2,F,False,4,3437,True,F,False,311,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Edwin Smith was a New Zealand rower from Auckland.
2. Edwin Smith was also known as Ted Smith.
3. Edwin Smith went to Rose Road Primary School, located in Grey Lynn.
4. Edwin Smith was a sergeant who served with the New Zealand 24th battalion in Italy and Egypt.
5. Broadway Sheetmetals was a business run and owned by Edwin Smith, a sheet metal worker.

Conclusion:
No business owner served in Egypt.","Reasoning process:
D1. From 4, by conjunction elimination: Edwin Smith served in Egypt.
D2. From 5, by conjunction elimination: Broadway Sheetmetals was a buisness owned by Edwin Smith.
D3. From D2, by existential generalization: Edwin Smith owned a business.
D4. From D3, D1, by conjunction introduction: Edwin Smith, who owned a business, served in Egypt.
D5. From D4, by existential generalization: Someone who owned a business has served in Egypt.
Truth value: False","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Edwin Smith was a New Zealand rower from Auckland.
2. Edwin Smith was also known as Ted Smith.
3. Edwin Smith went to Rose Road Primary School, located in Grey Lynn.
4. Edwin Smith was a sergeant who served with the New Zealand 24th battalion in Italy and Egypt.
5. Broadway Sheetmetals was a business run and owned by Edwin Smith, a sheet metal worker.

Conclusion:
No business owner served in Egypt.

### Assistant:
Reasoning process:
D1. From 4, by conjunction elimination: Edwin Smith served in Egypt.
D2. From 5, by conjunction elimination: Broadway Sheetmetals was a buisness owned by Edwin Smith.
D3. From D2, by existential generalization: Edwin Smith owned a business.
D4. From D3, D1, by conjunction introduction: Edwin Smith, who owned a business, served in Egypt.
D5. From D4, by existential generalization: Someone who owned a business has served in Egypt.
Truth value: False",313,102,3,F,False,5,3448,True,F,False,312,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Palstaves are a type of early bronze axe.
2. Palstaves are found in northern, western, and southwestern Europe and are cast in molds.
3. John Evans is an archeologist who popularized the term ""palstave.""
4. Paalstabs are not a type of axe but rather a digging shovel.

Conclusion:
John Evans Popularized the term paalstab.","Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Palstaves are a type of early bronze axe.
2. Palstaves are found in northern, western, and southwestern Europe and are cast in molds.
3. John Evans is an archeologist who popularized the term ""palstave.""
4. Paalstabs are not a type of axe but rather a digging shovel.

Conclusion:
John Evans Popularized the term paalstab.

### Assistant:
Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain",314,103,0,U,Uncertain,0,3459,True,U,False,313,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Palstaves are a type of early bronze axe.
2. Palstaves are found in northern, western, and southwestern Europe and are cast in molds.
3. John Evans is an archeologist who popularized the term ""palstave.""
4. Paalstabs are not a type of axe but rather a digging shovel.

Conclusion:
There is an axe that is found in Western Europe.","Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Palstaves are a type of early bronze axe.
2. Palstaves are found in northern, western, and southwestern Europe and are cast in molds.
3. John Evans is an archeologist who popularized the term ""palstave.""
4. Paalstabs are not a type of axe but rather a digging shovel.

Conclusion:
There is an axe that is found in Western Europe.

### Assistant:
Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain",315,103,1,U,Uncertain,0,3470,True,U,False,314,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Palstaves are a type of early bronze axe.
2. Palstaves are found in northern, western, and southwestern Europe and are cast in molds.
3. John Evans is an archeologist who popularized the term ""palstave.""
4. Paalstabs are not a type of axe but rather a digging shovel.

Conclusion:
Archeologists haven't popularized anything.","Reasoning process:
D1. From 3, by existential generalization: An archeologist popularized the term ""palstave"".
D2. From D1, by existential generalization: An archeologist popularized something.
Truth value: False","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Palstaves are a type of early bronze axe.
2. Palstaves are found in northern, western, and southwestern Europe and are cast in molds.
3. John Evans is an archeologist who popularized the term ""palstave.""
4. Paalstabs are not a type of axe but rather a digging shovel.

Conclusion:
Archeologists haven't popularized anything.

### Assistant:
Reasoning process:
D1. From 3, by existential generalization: An archeologist popularized the term ""palstave"".
D2. From D1, by existential generalization: An archeologist popularized something.
Truth value: False",316,103,2,F,False,2,3481,True,F,False,315,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Ordinary is an unincorporated community.
2. Located within Elliot County, Ordinary is on Kentucky Route 32.
3. Ordinary is located northwest of Sandy Hook.

Conclusion:
There are no unincorporated communities along Kentucky Route 32.","Reasoning process:
D1. From 2, by conjunction elimination: Ordinary is on Kentucky Route 32.
D2. From D1, 1, by conjunction introduction: Ordinary is an unincorporated community on Kentucky Route 32.
D3. From D2, by existential generalization: There is an unincorporated community on Kentucky Route 32.
Truth value: False","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Ordinary is an unincorporated community.
2. Located within Elliot County, Ordinary is on Kentucky Route 32.
3. Ordinary is located northwest of Sandy Hook.

Conclusion:
There are no unincorporated communities along Kentucky Route 32.

### Assistant:
Reasoning process:
D1. From 2, by conjunction elimination: Ordinary is on Kentucky Route 32.
D2. From D1, 1, by conjunction introduction: Ordinary is an unincorporated community on Kentucky Route 32.
D3. From D2, by existential generalization: There is an unincorporated community on Kentucky Route 32.
Truth value: False",317,104,0,F,False,3,3492,True,F,False,316,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Ordinary is an unincorporated community.
2. Located within Elliot County, Ordinary is on Kentucky Route 32.
3. Ordinary is located northwest of Sandy Hook.

Conclusion:
There is an unincorporated community located in Elliot County.","Reasoning process:
D1. From 2, by conjunction elimination: Ordinary is located within Elliot County.
D2. From D1, 1, by conjunction introduction: Ordinary is an unincorporated community located within Elliot county.
D3. From D2, by existential generalization: There is an unincorporated community located within Elliot county.
Truth value: True","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Ordinary is an unincorporated community.
2. Located within Elliot County, Ordinary is on Kentucky Route 32.
3. Ordinary is located northwest of Sandy Hook.

Conclusion:
There is an unincorporated community located in Elliot County.

### Assistant:
Reasoning process:
D1. From 2, by conjunction elimination: Ordinary is located within Elliot County.
D2. From D1, 1, by conjunction introduction: Ordinary is an unincorporated community located within Elliot county.
D3. From D2, by existential generalization: There is an unincorporated community located within Elliot county.
Truth value: True",318,104,1,T,True,3,3503,True,T,False,317,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Show Your Love is a song recorded by the South Korean boy band BtoB 4u.
2. The lead single of the extended play Inside is Show Your Love.
3. Show Your Love contains a hopeful message.
4. BtoB 4u member Hyunsik wrote Show Your Love.
5. There is a music video for Show Your Love.

Conclusion:
Show Your Love wasn't written by a member of a boy band.","Reasoning process:
D1. From 1, by conjunction elimination: BtoB 4u is a boy band.
D2. From D1, 4, by conjunction introduction: BtoB 4u is a boy band and its member Hyunsik wrote Show Your Love.
D3. From D2, by existential generalization: A member of a boy band wrote Show Your Love.
Truth value: False","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Show Your Love is a song recorded by the South Korean boy band BtoB 4u.
2. The lead single of the extended play Inside is Show Your Love.
3. Show Your Love contains a hopeful message.
4. BtoB 4u member Hyunsik wrote Show Your Love.
5. There is a music video for Show Your Love.

Conclusion:
Show Your Love wasn't written by a member of a boy band.

### Assistant:
Reasoning process:
D1. From 1, by conjunction elimination: BtoB 4u is a boy band.
D2. From D1, 4, by conjunction introduction: BtoB 4u is a boy band and its member Hyunsik wrote Show Your Love.
D3. From D2, by existential generalization: A member of a boy band wrote Show Your Love.
Truth value: False",319,105,0,F,False,3,3514,True,F,False,318,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Show Your Love is a song recorded by the South Korean boy band BtoB 4u.
2. The lead single of the extended play Inside is Show Your Love.
3. Show Your Love contains a hopeful message.
4. BtoB 4u member Hyunsik wrote Show Your Love.
5. There is a music video for Show Your Love.

Conclusion:
A lead single of Inside contains a hopeful message.","Reasoning process:
D1. From 1, by conjunction introduction: The lead single of the extended play Inside is Show Your Love, which contains a hopeful message.
D2. From D1, by existential generalization: A lead single of Inside contains a hopeful message.
Truth value: True","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Show Your Love is a song recorded by the South Korean boy band BtoB 4u.
2. The lead single of the extended play Inside is Show Your Love.
3. Show Your Love contains a hopeful message.
4. BtoB 4u member Hyunsik wrote Show Your Love.
5. There is a music video for Show Your Love.

Conclusion:
A lead single of Inside contains a hopeful message.

### Assistant:
Reasoning process:
D1. From 1, by conjunction introduction: The lead single of the extended play Inside is Show Your Love, which contains a hopeful message.
D2. From D1, by existential generalization: A lead single of Inside contains a hopeful message.
Truth value: True",320,105,1,T,True,2,3525,True,T,False,319,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Show Your Love is a song recorded by the South Korean boy band BtoB 4u.
2. The lead single of the extended play Inside is Show Your Love.
3. Show Your Love contains a hopeful message.
4. BtoB 4u member Hyunsik wrote Show Your Love.
5. There is a music video for Show Your Love.

Conclusion:
Hyunsik is Korean.","Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Show Your Love is a song recorded by the South Korean boy band BtoB 4u.
2. The lead single of the extended play Inside is Show Your Love.
3. Show Your Love contains a hopeful message.
4. BtoB 4u member Hyunsik wrote Show Your Love.
5. There is a music video for Show Your Love.

Conclusion:
Hyunsik is Korean.

### Assistant:
Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain",321,105,2,U,Uncertain,0,3536,True,U,False,320,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Ralph Hammerthaler was born in Wasserburg am Inn.
2. Wasserburg am Inn is in Germany.
3. Germany is in Europe.
4. Ralph Hammerthaler is a German writer.
5. Ralph Hammerthaler was born in 1965.

Conclusion:
Ralph Hammerthaler is a writer born in Asia.","Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Ralph Hammerthaler was born in Wasserburg am Inn.
2. Wasserburg am Inn is in Germany.
3. Germany is in Europe.
4. Ralph Hammerthaler is a German writer.
5. Ralph Hammerthaler was born in 1965.

Conclusion:
Ralph Hammerthaler is a writer born in Asia.

### Assistant:
Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain",322,106,0,U,Uncertain,0,3547,True,U,False,321,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Ralph Hammerthaler was born in Wasserburg am Inn.
2. Wasserburg am Inn is in Germany.
3. Germany is in Europe.
4. Ralph Hammerthaler is a German writer.
5. Ralph Hammerthaler was born in 1965.

Conclusion:
Ralph Hammerthaler lives in Germany.","Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. Ralph Hammerthaler was born in Wasserburg am Inn.
2. Wasserburg am Inn is in Germany.
3. Germany is in Europe.
4. Ralph Hammerthaler is a German writer.
5. Ralph Hammerthaler was born in 1965.

Conclusion:
Ralph Hammerthaler lives in Germany.

### Assistant:
Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain",323,106,1,U,Uncertain,0,3558,True,U,False,322,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
2. All American Airlines planes are from the world's major large passenger aircraft manufacturers.
3. Airbus made more revenue than Boeing last year.

Conclusion:
An American Airlines plane is either a Boeing or Airbus plane.","Reasoning process:
D1. From 1, 2, by universal instantiation: All American Airlines planes are from either Boeing or Airbus.
Truth value: True","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
2. All American Airlines planes are from the world's major large passenger aircraft manufacturers.
3. Airbus made more revenue than Boeing last year.

Conclusion:
An American Airlines plane is either a Boeing or Airbus plane.

### Assistant:
Reasoning process:
D1. From 1, 2, by universal instantiation: All American Airlines planes are from either Boeing or Airbus.
Truth value: True",327,108,0,T,True,1,3602,True,T,False,326,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
2. All American Airlines planes are from the world's major large passenger aircraft manufacturers.
3. Airbus made more revenue than Boeing last year.

Conclusion:
There exists a SpaceX commercial aircraft.","Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
2. All American Airlines planes are from the world's major large passenger aircraft manufacturers.
3. Airbus made more revenue than Boeing last year.

Conclusion:
There exists a SpaceX commercial aircraft.

### Assistant:
Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain",328,108,1,U,Uncertain,0,3613,True,U,False,327,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
2. All American Airlines planes are from the world's major large passenger aircraft manufacturers.
3. Airbus made more revenue than Boeing last year.

Conclusion:
There does not exist a United Airlines plane produced by Boeing.","Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
2. All American Airlines planes are from the world's major large passenger aircraft manufacturers.
3. Airbus made more revenue than Boeing last year.

Conclusion:
There does not exist a United Airlines plane produced by Boeing.

### Assistant:
Reasoning process:
No conclusive derivation is annotated for this example.
Truth value: Uncertain",329,108,2,U,Uncertain,0,3624,True,U,False,328,nl,train
"Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
2. All American Airlines planes are from the world's major large passenger aircraft manufacturers.
3. Airbus made more revenue than Boeing last year.

Conclusion:
There is a commercial plane made by both Airbus and Boeing.","Reasoning process:
1. From 1, by Exclusive or - not inclusive: There is no commercial plane produced by both Airbus and Boeing.
Truth value: False","### User:
Using deductive reasoning, determine whether the conclusion is True, False, or Uncertain based only on the premises. Show the reasoning process, then finish with ""Truth value:"".

Premises:
1. The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
2. All American Airlines planes are from the world's major large passenger aircraft manufacturers.
3. Airbus made more revenue than Boeing last year.

Conclusion:
There is a commercial plane made by both Airbus and Boeing.

### Assistant:
Reasoning process:
1. From 1, by Exclusive or - not inclusive: There is no commercial plane produced by both Airbus and Boeing.
Truth value: False",330,108,3,F,False,1,3635,True,F,False,329,nl,train
